Image Path,Driver ID
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1681.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1689.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/1698.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2278.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2279.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2271.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2270.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2286.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2257.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2258.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2277.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2296.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2300.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2259.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2273.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2298.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2269.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2295.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2297.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2274.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2285.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2275.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2272.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2268.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2287.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2301.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2260.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c9/2299.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3138.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3228.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3209.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3207.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3198.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3221.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3195.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3260.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3164.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3243.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3218.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3242.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3179.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3215.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3141.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3202.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3142.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3257.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3226.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3148.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3204.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3255.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3247.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3149.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3261.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3144.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3169.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3166.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3184.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3201.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3158.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3147.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3248.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3199.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3200.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3180.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3262.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3175.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3220.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3252.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3165.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3219.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3157.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3225.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3173.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3229.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3194.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3186.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3251.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3182.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3203.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3196.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3205.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3227.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3185.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3235.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3223.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3256.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3151.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3161.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3217.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3176.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3214.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3145.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3143.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3136.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3188.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3239.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3192.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3253.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3240.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3231.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3162.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3193.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3233.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3249.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3160.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3236.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3250.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3189.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3146.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3238.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3177.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3172.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3222.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3259.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3140.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3213.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3167.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3153.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3244.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3208.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3191.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3181.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3246.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3241.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3212.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3139.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3183.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3216.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3156.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3234.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3190.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3224.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3163.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3258.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3232.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3254.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3171.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3170.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3211.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3152.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3159.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3155.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3168.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3230.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3197.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3178.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3210.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3237.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3154.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3187.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3150.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3206.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3174.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c0/3137.jpg,ID024
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/182.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/176.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/178.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/167.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/177.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/179.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/166.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/173.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/171.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/174.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/169.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/180.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/168.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/164.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/165.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/181.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/172.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/170.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c5/175.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/150.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/149.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/153.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/151.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/163.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/160.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/156.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/167.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/152.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/166.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/159.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/155.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/158.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/148.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/168.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/154.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/164.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/146.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/161.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/157.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/165.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/162.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c7/147.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/187.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/182.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/185.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/176.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/163.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/178.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/188.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/167.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/193.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/177.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/186.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/179.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/166.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/173.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/171.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/174.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/169.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/194.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/180.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/168.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/195.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/164.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/183.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/165.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/181.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/184.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/172.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/170.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c8/175.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/187.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/182.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/185.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/189.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/202.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/176.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/197.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/178.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/190.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/191.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/188.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/193.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/192.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/177.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/186.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/196.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/179.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/174.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/199.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/194.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/180.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/195.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/198.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/200.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/183.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/204.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/181.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/184.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/201.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/175.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c2/203.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/208.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/212.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/215.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/202.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/211.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/221.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/227.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/214.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/225.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/216.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/207.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/209.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/228.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/223.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/206.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/220.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/219.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/229.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/222.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/204.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/224.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/210.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/217.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/201.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/226.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/203.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/205.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/218.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c6/213.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/163.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/160.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/156.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/167.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/166.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/159.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/169.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/155.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/158.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/168.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/154.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/164.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/161.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/157.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/165.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/162.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c4/170.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/208.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/212.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/202.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/211.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/197.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/196.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/199.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/207.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/209.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/206.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/198.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/200.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/204.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/210.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/201.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/203.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/205.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c3/213.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/275.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/272.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/273.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/286.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/283.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/289.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/295.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/279.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/291.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/278.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/290.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/274.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/299.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/276.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/302.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/284.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/285.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/292.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/296.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/280.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/287.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/281.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/301.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/277.jpg,ID001
v2_cam1_cam2_ split_by_driver/Camera 1/train/c1/288.jpg,ID001
